Patente;Latitud;Longitud;Tiempogps;Ruta;Velocidad;Ignición
FZJL-71;-33.4107246;-70.5860977;201709120000.0;BTS 00I;24.82;SI
MZ-8072;-33.3897095;-70.5998001;201709120000.0;BTS 00I;33.89;SI
CRXW-96;-33.3885422;-70.6218643;201709120000.0;BTS 00I;0.0;SI
BDWL-40;-33.3798904;-70.6350174;201709120000.01;T225 00I;0.0;SI
CJRR-86;-33.3885117;-70.6224747;201709120000.01;BTS 00I;0.0;SI
BFKB-44;-33.3798943;-70.6342087;201709120000.02;T2TS 00I;0.0;SI
CRCB-14;-33.3875618;-70.6222153;201709120000.02;B14 00R;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120000.02;BTS 00I;0.0;SI
MZ-9824;-33.3874168;-70.6222534;201709120000.02;BTS 00I;0.0;SI
MZ-9906;-33.3922081;-70.5924454;201709120000.03;B53 00R;0.0;SI
CJRD-99;-33.3943405;-70.7587814;201709120000.03;BTS 00I;0.0;SI
BJFG-20;-33.3883324;-70.6200714;201709120000.03;BTS 00I;0.0;SI
FLXB-68;-33.3857613;-70.6670074;201709120000.03;B27 00R;15.93;SI
CJRT-71;-33.4020348;-70.5939026;201709120000.03;BTS 00I;22.97;SI
FZJL-54;-33.387928;-70.6222229;201709120000.03;BTS 00I;0.0;SI
BFKB-49;-33.3792381;-70.6372452;201709120000.04;T2TS 00I;0.0;SI
CJRR-10;-33.3880424;-70.6227112;201709120000.04;BTS 00I;0.0;SI
BFKB-37;-33.3800049;-70.6331787;201709120000.05;T2TS 00I;0.0;SI
BJFV-65;-33.3800888;-70.6369324;201709120000.05;T107 00R;0.0;SI
CJRK-81;-33.3874817;-70.6223221;201709120000.05;BTS 00I;0.0;SI
FLXJ-80;-33.4014359;-70.5097733;201709120000.05;T421 00I;21.85;SI
CJRK-68;-33.3874817;-70.6219711;201709120000.05;BTS 00I;0.0;SI
FLXS-54;-33.4053612;-70.6242371;201709120000.05;F52 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120000.06;BTS 00I;0.0;SI
MZ-9907;-33.3874435;-70.6222382;201709120000.06;BTS 00I;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120000.06;BTS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120000.06;T2TS 00I;0.0;SI
CRXZ-75;-33.387619;-70.6217499;201709120000.06;BTS 00I;0.0;SI
ZN-5557;-33.3798714;-70.6338348;201709120000.06;T216 00I;11.85;SI
BJFG-57;-33.3885498;-70.6223831;201709120000.06;BTS 00I;0.0;SI
CJRT-41;-33.3865814;-70.5406723;201709120000.06;B71 00I;14.82;SI
CJRJ-47;-33.407589;-70.5598602;201709120000.07;T4TS 00I;32.97;SI
CJRR-74;-33.3880081;-70.6220932;201709120000.07;BTS 00I;0.0;SI
WA-8084;-33.3794899;-70.6353912;201709120000.07;T2TS 00I;0.0;SI
CJRC-36;-33.375515;-70.6477051;201709120000.07;B02 00R;0.0;SI
FLXS-40;-33.4096603;-70.6144104;201709120000.08;F94 00I;61.86;SI
MY-8859;-33.3885117;-70.6222534;201709120000.08;BTS 00I;0.0;SI
CRBW-31;-33.3877373;-70.6216888;201709120000.08;BTS 00I;0.0;SI
WA-8081;-33.379982;-70.6332703;201709120000.08;T2TS 00I;0.0;SI
CJRR-15;-33.3782959;-70.5282898;201709120000.08;B55 00R;0.0;SI
FLXT-89;-33.3964043;-70.5018234;201709120000.08;B52 00R;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120000.08;BTS 00I;0.0;SI
FLXH-51;-33.399498;-70.5071564;201709120000.08;T421 00I;0.0;SI
FLXB-23;-33.3793983;-70.6506042;201709120000.08;BTS 00I;23.89;SI
MY-3920;-33.3878212;-70.6217194;201709120000.09;BTS 00I;0.0;SI
MY-3914;-33.3868904;-70.6010437;201709120000.09;B57 00R;0.0;SI
CJRV-45;-33.3762474;-70.5337906;201709120000.09;T4TS 00I;77.97;SI
BDWL-44;-33.3798523;-70.6365128;201709120000.09;T225 00I;0.0;SI
BDWL-39;-33.3800774;-70.6351624;201709120000.1;T2TS 00I;0.0;SI
ZN-6326;-33.3796082;-70.6365051;201709120000.1;T2TS 00I;0.0;SI
ZN-5758;-33.4033318;-70.7318573;201709120000.1;T128 00R;0.0;SI
ZN-5436;-33.3803978;-70.6363678;201709120000.1;T1TS 00I;0.0;SI
CJRF-41;-33.3754387;-70.6473389;201709120000.11;B02 00I;0.0;SI
BFKB-45;-33.379631;-70.6372452;201709120000.11;T2TS 00I;0.0;SI
CJRX-12;-33.4103432;-70.5726242;201709120000.12;T406 00I;21.85;SI
CJRK-71;-33.3983078;-70.6143112;201709120000.13;BTS 00I;43.89;SI
BJFG-27;-33.3885918;-70.6222687;201709120000.13;BTS 00I;0.0;SI
FLXB-32;-33.375576;-70.6473541;201709120000.13;BTS 00I;0.0;SI
CJRY-16;-33.3875427;-70.6220856;201709120000.13;BTS 00I;0.0;SI
FLXS-61;-33.4044037;-70.6256485;201709120000.14;F94 00I;30.93;SI
BJFF-26;-33.3796234;-70.6341782;201709120000.14;T2TS 00I;0.0;SI
BFKB-51;-33.3883018;-70.6206589;201709120000.14;BTS 00I;0.0;SI
MY-3918;-33.3870468;-70.6009979;201709120000.14;B57 00R;0.0;SI
ZN-5591;-33.3798599;-70.6344681;201709120000.15;T225 00R;0.0;SI
MX-4326;-33.3885498;-70.6204147;201709120000.15;B22 00R;0.0;SI
MZ-9900;-33.3883247;-70.6206818;201709120000.15;BTS 00I;0.0;SI
WB-1022;-33.3796539;-70.6340714;201709120000.15;;0.0;SI
CJRS-27;-33.3879585;-70.6221313;201709120000.15;BTS 00I;0.0;SI
BDXS-72;-33.3868904;-70.6010742;201709120000.17;BTS 00I;0.0;SI
CJRR-18;-33.3839569;-70.5511246;201709120000.17;B53 00I;28.89;SI
MY-8862;-33.3875618;-70.6221542;201709120000.17;BTS 00I;0.0;SI
FZJS-98;-33.381321;-70.5845566;201709120000.18;BTS 00I;59.82;SI
BJFF-74;-33.3796654;-70.6350403;201709120000.18;T2TS 00I;8.89;SI
CJRR-23;-33.3875961;-70.621994;201709120000.18;BTS 00I;0.0;SI
WA-8050;-33.3793907;-70.6349869;201709120000.18;T206 E0 00R;0.0;SI
CJRB-89;-33.394825;-70.7600327;201709120000.19;BTS 00I;0.0;SI
CJRR-87;-33.3874435;-70.6225128;201709120000.19;BTS 00I;0.0;SI
CJRH-33;-33.407608;-70.5589066;201709120000.2;T423 00R;20.93;SI
CRXZ-73;-33.3874779;-70.6220169;201709120000.2;BTS 00I;0.0;SI
BJFF-66;-33.379921;-70.6353455;201709120000.2;T2TS 00I;20.93;SI
CJRS-10;-33.3814507;-70.5852814;201709120000.21;BTS 00I;57.97;SI
BFKB-29;-33.3883057;-70.6221085;201709120000.21;BTS 00I;0.0;SI
FZJL-65;-33.3879356;-70.6226501;201709120000.21;BTS 00I;0.0;SI
FLXS-41;-33.407074;-70.6133041;201709120000.21;F94 00I;67.97;SI
FLXR-95;-33.3874664;-70.6221085;201709120000.21;BTS 00I;0.0;SI
BFKB-15;-33.3753777;-70.7599869;201709120000.22;T425 00R;0.0;SI
ZN-6599;-33.3800735;-70.6337128;201709120000.22;T2TS 00I;0.0;SI
FLXS-45;-33.4053764;-70.624176;201709120000.22;F52 00I;0.0;SI
MY-3919;-33.3913383;-70.6216812;201709120000.22;B57 00R;0.0;SI
CJRD-91;-33.394268;-70.7593918;201709120000.22;BTS 00I;0.0;SI
MX-4324;-33.3883171;-70.6221695;201709120000.23;BTS 00I;0.0;SI
ZN-6009;-33.4032516;-70.7318954;201709120000.23;T120 00R;0.0;SI
BJFG-48;-33.3884201;-70.6207733;201709120000.23;BTS 00I;0.0;SI
CJRC-89;-33.3942566;-70.7593765;201709120000.23;B03 00R;0.0;SI
CJRS-54;-33.3981018;-70.5513687;201709120000.24;T406 00R;24.82;SI
FLXB-59;-33.3755417;-70.647049;201709120000.24;BTS 00I;0.0;SI
BBZV-77;-33.388485;-70.6204605;201709120000.25;BTS 00I;0.0;SI
ZB-6717;-33.3801994;-70.6377335;201709120000.25;T101 00I;0.0;SI
BJFG-46;-33.3886604;-70.6221161;201709120000.25;BTS 00I;0.0;SI
CJRY-14;-33.387661;-70.6219254;201709120000.25;BTS 00I;0.0;SI
FZJL-69;-33.3894577;-70.6220703;201709120000.25;BTS 00I;0.0;SI
ZB-6988;-33.4035034;-70.7314148;201709120000.26;T101 C0 00R;0.0;SI
FLXR-96;-33.4009056;-70.5286179;201709120000.26;B52 00I;49.82;SI
CRBJ-36;-33.3881378;-70.6223831;201709120000.26;BTS 00I;0.0;SI
WC-1732;-33.3798065;-70.63414;201709120000.27;T2TS 00I;34.82;SI
WA-8073;-33.3803062;-70.6333618;201709120000.27;T208 00R;0.0;SI
CJRY-23;-33.3886871;-70.6220627;201709120000.27;BTS 00I;0.0;SI
FLXC-26;-33.3921165;-70.5430908;201709120000.27;T426 00R;0.0;SI
CJRK-45;-33.4085579;-70.5874939;201709120000.28;B61 00R;54.82;SI
ZU-6001;-33.3802299;-70.6339645;201709120000.28;T208 00R;0.0;SI
BFKB-46;-33.379158;-70.6370697;201709120000.28;T2TS 00I;0.0;SI
CJRK-65;-33.3875351;-70.6218948;201709120000.28;BTS 00I;0.0;SI
FLXB-52;-33.3837357;-70.6671219;201709120000.28;B27 00R;21.85;SI
CJJW-60;-33.3873825;-70.6223831;201709120000.28;BTS 00I;0.0;SI
CJRK-35;-33.3879585;-70.6216888;201709120000.29;BTS 00I;0.0;SI
CJRG-11;-33.3805618;-70.6364365;201709120000.29;T107 00R;8.89;SI
FZJL-67;-33.4022026;-70.5333939;201709120000.29;B52 00R;39.82;SI
CJRJ-50;-33.3890343;-70.5686646;201709120000.29;T405 00R;41.86;SI
CJRY-29;-33.3885307;-70.6205139;201709120000.29;BTS 00I;0.0;SI
ZU-6511;-33.4033813;-70.7317886;201709120000.29;T110 00R;0.0;SI
ZN-3994;-33.4028778;-70.7319717;201709120000.29;T1TS 00I;0.0;SI
FZJL-71;-33.4089165;-70.5869598;201709120000.3;BTS 00I;24.82;SI
CRXW-96;-33.3885422;-70.6218643;201709120000.3;BTS 00I;0.0;SI
MZ-8072;-33.3894539;-70.6028214;201709120000.3;BTS 00I;37.97;SI
CJRR-86;-33.3885117;-70.6224747;201709120000.31;BTS 00I;0.0;SI
BDWL-40;-33.3798904;-70.6350174;201709120000.31;T225 00I;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120000.32;BTS 00I;0.0;SI
BFKB-44;-33.3798943;-70.6342087;201709120000.32;T2TS 00I;0.0;SI
CRCB-14;-33.3875618;-70.6222153;201709120000.32;B14 00R;0.0;SI
MZ-9824;-33.3874168;-70.6222534;201709120000.32;BTS 00I;0.0;SI
BJFG-20;-33.3883324;-70.6200714;201709120000.33;BTS 00I;0.0;SI
MZ-9906;-33.3932915;-70.5919418;201709120000.33;B53 00R;35.93;SI
FZJL-54;-33.387928;-70.6222229;201709120000.33;BTS 00I;0.0;SI
CJRD-99;-33.3943405;-70.7587814;201709120000.33;BTS 00I;0.0;SI
FLXB-68;-33.3837357;-70.6671524;201709120000.33;B27 00R;9.82;SI
CJRT-71;-33.4029922;-70.5899734;201709120000.33;BTS 00I;0.0;SI
BFKB-49;-33.3792381;-70.6372452;201709120000.34;T2TS 00I;0.0;SI
CJRR-10;-33.3880424;-70.6227112;201709120000.34;BTS 00I;0.0;SI
BJFV-65;-33.3800888;-70.6369324;201709120000.35;T107 00R;0.0;SI
ZN-5557;-33.3795242;-70.6334915;201709120000.35;T216 00I;20.93;SI
CJRK-81;-33.3874817;-70.6223221;201709120000.35;BTS 00I;0.0;SI
FLXJ-80;-33.3998108;-70.5101395;201709120000.35;T421 00I;0.0;SI
CJRK-68;-33.3874817;-70.6219711;201709120000.35;BTS 00I;0.0;SI
BFKB-37;-33.3800049;-70.6331787;201709120000.35;T2TS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120000.36;T2TS 00I;0.0;SI
BJFG-57;-33.3885498;-70.6223831;201709120000.36;BTS 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120000.36;BTS 00I;0.0;SI
CJRT-41;-33.3882027;-70.5446091;201709120000.36;B71 00I;32.97;SI
CRXZ-75;-33.387619;-70.6217499;201709120000.36;BTS 00I;0.0;SI
MZ-9907;-33.3874435;-70.6222382;201709120000.36;BTS 00I;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120000.36;BTS 00I;0.0;SI
WA-8084;-33.3794899;-70.6353912;201709120000.37;T2TS 00I;0.0;SI
CJRR-74;-33.3880081;-70.6220932;201709120000.37;BTS 00I;0.0;SI
CJRJ-47;-33.4076614;-70.55867;201709120000.37;T4TS 00I;0.0;SI
CJRC-36;-33.375515;-70.6477051;201709120000.37;B02 00R;0.0;SI
FLXB-23;-33.3783722;-70.6533737;201709120000.38;BTS 00I;41.86;SI
WA-8081;-33.379982;-70.6332703;201709120000.38;T2TS 00I;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120000.38;BTS 00I;0.0;SI
FLXT-89;-33.3965492;-70.5015945;201709120000.38;B52 00R;8.89;SI
MY-8859;-33.3885117;-70.6222534;201709120000.38;BTS 00I;0.0;SI
FLXH-51;-33.399498;-70.5071564;201709120000.38;T421 00I;0.0;SI
FLXS-40;-33.4044838;-70.6122894;201709120000.38;F94 00I;68.89;SI
CRBW-31;-33.3877678;-70.6216888;201709120000.38;BTS 00I;6.85;SI
CJRR-15;-33.3768196;-70.5264282;201709120000.38;B55 00R;42.97;SI
BDWL-44;-33.3798523;-70.6365128;201709120000.39;T225 00I;0.0;SI
CJRV-45;-33.3765984;-70.5406647;201709120000.39;T4TS 00I;77.97;SI
MY-3914;-33.3868904;-70.6010437;201709120000.39;B57 00R;0.0;SI
MY-3920;-33.3878212;-70.6217194;201709120000.39;BTS 00I;0.0;SI
BDWL-39;-33.3800774;-70.6351624;201709120000.4;T2TS 00I;0.0;SI
ZN-5758;-33.4033318;-70.7318573;201709120000.4;T128 00R;0.0;SI
ZN-6326;-33.3796082;-70.6365051;201709120000.4;T2TS 00I;0.0;SI
ZN-5436;-33.3800545;-70.6370087;201709120000.4;T1TS 00I;37.97;SI
CJRF-41;-33.3754387;-70.6473389;201709120000.41;B02 00I;0.0;SI
BFKB-45;-33.379631;-70.6372452;201709120000.41;T2TS 00I;0.0;SI
CJRX-12;-33.4100304;-70.5716248;201709120000.42;T406 00I;33.89;SI
BJFG-27;-33.3885918;-70.6222687;201709120000.43;BTS 00I;0.0;SI
FLXB-32;-33.375576;-70.6473541;201709120000.43;BTS 00I;0.0;SI
CJRY-16;-33.3875427;-70.6220856;201709120000.43;BTS 00I;0.0;SI
CJRK-71;-33.3968468;-70.6179276;201709120000.43;BTS 00I;50.93;SI
BFKB-51;-33.3883018;-70.6206589;201709120000.44;BTS 00I;0.0;SI
MY-3918;-33.3870468;-70.6009979;201709120000.44;B57 00R;0.0;SI
BJFF-26;-33.3796234;-70.6341782;201709120000.44;T2TS 00I;0.0;SI
FLXS-61;-33.4053688;-70.6242752;201709120000.44;F94 00I;0.0;SI
MX-4326;-33.3885498;-70.6204147;201709120000.45;B22 00R;0.0;SI
MZ-9900;-33.3883247;-70.6206818;201709120000.45;BTS 00I;0.0;SI
WB-1022;-33.3796539;-70.6340714;201709120000.45;;0.0;SI
CJRS-27;-33.3879585;-70.6221313;201709120000.45;BTS 00I;0.0;SI
MY-8862;-33.3875618;-70.6221542;201709120000.47;BTS 00I;0.0;SI
CJRR-18;-33.3870735;-70.549614;201709120000.47;B53 00I;51.86;SI
BDXS-72;-33.3868904;-70.6010742;201709120000.47;BTS 00I;0.0;SI
WA-8050;-33.3793907;-70.6349869;201709120000.48;T206 E0 00R;0.0;SI
FZJS-98;-33.3822784;-70.5895844;201709120000.48;BTS 00I;57.97;SI
CJRR-23;-33.3875961;-70.621994;201709120000.48;BTS 00I;0.0;SI
BJFF-74;-33.3800812;-70.6345901;201709120000.48;T2TS 00I;6.85;SI
CJRR-87;-33.3874435;-70.6225128;201709120000.49;BTS 00I;0.0;SI
CJRB-89;-33.394825;-70.7600327;201709120000.49;BTS 00I;0.0;SI
CJRH-33;-33.4076118;-70.5587845;201709120000.5;T423 00R;0.0;SI
CRXZ-73;-33.3874779;-70.6220169;201709120000.5;BTS 00I;0.0;SI
BJFF-66;-33.3797112;-70.634613;201709120000.5;T2TS 00I;0.0;SI
FLXS-41;-33.4017181;-70.6126938;201709120000.51;F94 00I;64.82;SI
CJRS-10;-33.3827477;-70.5902863;201709120000.51;BTS 00I;56.86;SI
FZJL-65;-33.3877945;-70.6226196;201709120000.51;BTS 00I;12.96;SI
FLXR-95;-33.3874664;-70.6221085;201709120000.51;BTS 00I;0.0;SI
ZN-6599;-33.3800735;-70.6337128;201709120000.52;T2TS 00I;0.0;SI
MY-3919;-33.3913383;-70.6216812;201709120000.52;B57 00R;0.0;SI
BFKB-15;-33.3753319;-70.7601318;201709120000.52;T425 00R;6.85;SI
BFKB-29;-33.3883057;-70.6221085;201709120000.52;BTS 00I;0.0;SI
FLXS-45;-33.4053764;-70.624176;201709120000.52;F52 00I;0.0;SI
CJRD-91;-33.394268;-70.7593918;201709120000.52;BTS 00I;0.0;SI
BJFG-48;-33.3884201;-70.6207733;201709120000.53;BTS 00I;0.0;SI
FLXS-58;-33.4052849;-70.6240616;201709120000.53;F52 00I;0.0;SI
CJRC-89;-33.3942566;-70.7593765;201709120000.53;B03 00R;0.0;SI
ZN-6009;-33.4032516;-70.7318954;201709120000.53;T120 00R;0.0;SI
MX-4324;-33.3883171;-70.6221695;201709120000.53;BTS 00I;0.0;SI
FLXB-59;-33.3755417;-70.647049;201709120000.54;BTS 00I;0.0;SI
CJRS-54;-33.4005127;-70.5539627;201709120000.54;T406 00R;52.97;SI
ZB-6717;-33.3801994;-70.6377335;201709120000.55;T101 00I;0.0;SI
BJFG-46;-33.3886604;-70.6221161;201709120000.55;BTS 00I;0.0;SI
BBZV-77;-33.388485;-70.6204605;201709120000.55;BTS 00I;0.0;SI
CJRY-14;-33.387661;-70.6219254;201709120000.55;BTS 00I;0.0;SI
FLXR-96;-33.4020042;-70.5331802;201709120000.56;B52 00I;44.82;SI
ZB-6988;-33.4035034;-70.7314148;201709120000.56;T101 C0 00R;0.0;SI
CRBJ-36;-33.3881378;-70.6223831;201709120000.56;BTS 00I;0.0;SI
FLXC-26;-33.3937187;-70.5450745;201709120000.57;T426 00R;19.82;SI
WC-1732;-33.3794937;-70.6336517;201709120000.57;T2TS 00I;5.93;SI
CJRY-23;-33.3886871;-70.6220627;201709120000.57;BTS 00I;0.0;SI
WA-8073;-33.3803062;-70.6333618;201709120000.57;T208 00R;0.0;SI
CJRK-45;-33.410511;-70.5867004;201709120000.58;B61 00R;6.85;SI
CJRK-65;-33.3875351;-70.6218948;201709120000.58;BTS 00I;0.0;SI
BFKB-46;-33.379158;-70.6370697;201709120000.58;T2TS 00I;0.0;SI
FLXB-52;-33.3838234;-70.6651764;201709120000.58;B27 00R;38.89;SI
CJJW-60;-33.3873825;-70.6223831;201709120000.58;BTS 00I;0.0;SI
CJRY-29;-33.3885307;-70.6205139;201709120000.59;BTS 00I;0.0;SI
CJRG-11;-33.3806496;-70.6364059;201709120000.59;T107 00R;0.0;SI
ZN-3994;-33.4028778;-70.7319717;201709120000.59;T1TS 00I;0.0;SI
ZU-6511;-33.4033813;-70.7317886;201709120000.59;T110 00R;0.0;SI
ZU-6001;-33.3802299;-70.6339645;201709120000.59;T208 00R;0.0;SI
FZJL-67;-33.4010086;-70.5303268;201709120000.59;B52 00R;32.97;SI
CJRJ-50;-33.3898659;-70.5703049;201709120000.59;T405 00R;41.86;SI
CJRK-35;-33.3879585;-70.6216888;201709120000.59;BTS 00I;0.0;SI
MZ-8072;-33.3909912;-70.6061554;201709120001.0;BTS 00I;43.89;SI
FZJL-71;-33.4070091;-70.5867691;201709120001.0;BTS 00I;32.97;SI
ZN-5391;-33.3801041;-70.6345291;201709120001.0;T2TS 00I;0.0;SI
CRXW-96;-33.3885422;-70.6218643;201709120001.0;BTS 00I;0.0;SI
BDWL-40;-33.3798904;-70.6350174;201709120001.01;T225 00I;0.0;SI
CJRR-86;-33.3885117;-70.6224747;201709120001.01;BTS 00I;0.0;SI
BFKB-44;-33.3798943;-70.6342087;201709120001.02;T2TS 00I;0.0;SI
MZ-9824;-33.3874168;-70.6222534;201709120001.02;BTS 00I;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120001.02;BTS 00I;0.0;SI
CRCB-14;-33.3875618;-70.6222153;201709120001.02;B14 00R;0.0;SI
MZ-9906;-33.3948135;-70.5909271;201709120001.03;B53 00R;29.82;SI
CJRT-71;-33.403286;-70.5887222;201709120001.03;BTS 00I;41.86;SI
BJFG-20;-33.3883324;-70.6200714;201709120001.03;BTS 00I;0.0;SI
CJRD-99;-33.3943405;-70.7587814;201709120001.03;BTS 00I;0.0;SI
FZJL-54;-33.387928;-70.6222229;201709120001.03;BTS 00I;0.0;SI
FLXB-68;-33.3838539;-70.6648483;201709120001.03;B27 00R;40.93;SI
CJRR-10;-33.3880424;-70.6227112;201709120001.04;BTS 00I;0.0;SI
CJRK-81;-33.3874817;-70.6223221;201709120001.04;BTS 00I;0.0;SI
ZN-5557;-33.3794403;-70.6341019;201709120001.05;T216 00I;0.0;SI
BJFV-65;-33.3800888;-70.6369324;201709120001.05;T107 00R;0.0;SI
BFKB-37;-33.3800049;-70.6331787;201709120001.05;T2TS 00I;0.0;SI
FLXJ-80;-33.3995323;-70.5090408;201709120001.05;T421 00I;24.82;SI
CJRK-68;-33.3874817;-70.6219711;201709120001.05;BTS 00I;0.0;SI
BJFG-57;-33.3885498;-70.6223831;201709120001.06;BTS 00I;0.0;SI
MZ-9907;-33.3874435;-70.6222382;201709120001.06;BTS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120001.06;T2TS 00I;0.0;SI
CRXZ-75;-33.3885956;-70.6220093;201709120001.06;BTS 00I;17.96;SI
MZ-9827;-33.3884087;-70.6205902;201709120001.06;BTS 00I;0.0;SI
CJRT-41;-33.388813;-70.546463;201709120001.06;B71 00I;12.96;SI
CJRF-83;-33.3756218;-70.6470184;201709120001.06;BTS 00I;0.0;SI
WA-8084;-33.3794899;-70.6353912;201709120001.07;T2TS 00I;0.0;SI
CJRC-36;-33.375515;-70.6477051;201709120001.07;B02 00R;0.0;SI
CJRJ-47;-33.4076614;-70.5586472;201709120001.07;T4TS 00I;3.89;SI
CJRR-74;-33.3880081;-70.6220932;201709120001.07;BTS 00I;0.0;SI
FLXT-89;-33.3968124;-70.5022049;201709120001.08;B52 00R;6.85;SI
FLXS-40;-33.3993874;-70.6143494;201709120001.08;F94 00I;66.86;SI
CRBW-31;-33.3884239;-70.6219711;201709120001.08;BTS 00I;0.0;SI
MY-8859;-33.3885117;-70.6222534;201709120001.08;BTS 00I;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120001.08;BTS 00I;0.0;SI
FLXH-51;-33.399498;-70.5071564;201709120001.08;T421 00I;0.0;SI
WA-8081;-33.379982;-70.6332703;201709120001.08;T2TS 00I;0.0;SI
FLXB-23;-33.3774605;-70.6558456;201709120001.08;BTS 00I;28.89;SI
MY-3920;-33.3878212;-70.6217194;201709120001.09;BTS 00I;0.0;SI
MY-3914;-33.3868904;-70.6010437;201709120001.09;B57 00R;0.0;SI
BDWL-44;-33.3798523;-70.6365128;201709120001.09;T225 00I;0.0;SI
FLXS-54;-33.4053612;-70.6242371;201709120001.09;F52 00I;0.0;SI
BDWL-39;-33.3800774;-70.6351624;201709120001.1;T2TS 00I;0.0;SI
ZN-5436;-33.3802948;-70.6380692;201709120001.1;T1TS 00I;17.96;SI
ZN-5758;-33.4033318;-70.7318573;201709120001.1;T128 00R;0.0;SI
ZN-6326;-33.3796082;-70.6365051;201709120001.1;T2TS 00I;0.0;SI
CJRF-41;-33.3754387;-70.6473389;201709120001.11;B02 00I;0.0;SI
BFKB-45;-33.379631;-70.6372452;201709120001.11;T2TS 00I;0.0;SI
CJRX-12;-33.409111;-70.5681458;201709120001.12;T406 00I;40.93;SI
BJFG-27;-33.3885918;-70.6222687;201709120001.13;BTS 00I;0.0;SI
CJRY-16;-33.3875427;-70.6220856;201709120001.13;BTS 00I;0.0;SI
FLXB-32;-33.375576;-70.6473541;201709120001.13;BTS 00I;0.0;SI
CJRK-71;-33.3954887;-70.621376;201709120001.13;BTS 00I;28.89;SI
MY-3918;-33.3870468;-70.6009979;201709120001.14;B57 00R;0.0;SI
FLXS-61;-33.4054184;-70.6241989;201709120001.14;F94 00I;0.0;SI
BJFF-26;-33.3796234;-70.6341782;201709120001.14;T2TS 00I;0.0;SI
BFKB-51;-33.3883018;-70.6206589;201709120001.14;BTS 00I;0.0;SI
WB-1022;-33.3796539;-70.6340714;201709120001.15;;0.0;SI
CJRS-27;-33.3879585;-70.6221313;201709120001.15;BTS 00I;0.0;SI
MZ-9900;-33.3883247;-70.6206818;201709120001.15;BTS 00I;0.0;SI
MX-4326;-33.3885498;-70.6204147;201709120001.15;B22 00R;0.0;SI
CJRX-27;-33.3761177;-70.5336151;201709120001.15;BTS 00I;59.82;SI
CJRC-67;-33.3755951;-70.6470795;201709120001.16;B01 00I;0.0;SI
BDXS-72;-33.3868904;-70.6010742;201709120001.17;BTS 00I;0.0;SI
CJRR-18;-33.3897552;-70.5484848;201709120001.17;B53 00I;28.89;SI
MY-8862;-33.3875618;-70.6221542;201709120001.17;BTS 00I;0.0;SI
CJRR-23;-33.3875961;-70.621994;201709120001.18;BTS 00I;0.0;SI
BJFF-74;-33.3798904;-70.6331406;201709120001.18;T2TS 00I;19.82;SI
WA-8050;-33.3793907;-70.6349869;201709120001.18;T206 E0 00R;0.0;SI
FZJS-98;-33.3852196;-70.5935364;201709120001.18;BTS 00I;55.93;SI
CJRB-89;-33.394825;-70.7600327;201709120001.19;BTS 00I;0.0;SI
CJRR-87;-33.3874435;-70.6225128;201709120001.19;BTS 00I;0.0;SI
BJFF-66;-33.3796577;-70.634613;201709120001.2;T2TS 00I;0.0;SI
CRXZ-73;-33.3874779;-70.6220169;201709120001.2;BTS 00I;0.0;SI
CJRH-33;-33.4076538;-70.558075;201709120001.2;T423 00R;31.85;SI
FZJL-65;-33.3875542;-70.622551;201709120001.21;BTS 00I;0.0;SI
FLXS-41;-33.3979187;-70.6162262;201709120001.21;F94 00I;71.86;SI
CJRS-10;-33.3856812;-70.5941086;201709120001.21;BTS 00I;54.82;SI
FLXR-95;-33.3874664;-70.6221085;201709120001.21;BTS 00I;0.0;SI
CJRD-91;-33.394268;-70.7593918;201709120001.22;BTS 00I;0.0;SI
BFKB-15;-33.3753014;-70.7601471;201709120001.22;T425 00R;0.0;SI
MY-3919;-33.3913383;-70.6216812;201709120001.22;B57 00R;0.0;SI
ZN-6599;-33.3800735;-70.6337128;201709120001.22;T2TS 00I;0.0;SI
FLXS-45;-33.4053764;-70.624176;201709120001.22;F52 00I;0.0;SI
BFKB-29;-33.3883057;-70.6221085;201709120001.22;BTS 00I;0.0;SI
BJFG-48;-33.3884201;-70.6207733;201709120001.23;BTS 00I;0.0;SI
ZN-6009;-33.4032516;-70.7318954;201709120001.23;T120 00R;0.0;SI
CJRC-89;-33.3942566;-70.7593765;201709120001.23;B03 00R;0.0;SI
FLXS-58;-33.4052849;-70.6240616;201709120001.23;F52 00I;0.0;SI
MX-4324;-33.3883171;-70.6221695;201709120001.23;BTS 00I;0.0;SI
FLXB-59;-33.3755417;-70.647049;201709120001.24;BTS 00I;0.0;SI
CJRS-54;-33.4011269;-70.5547943;201709120001.24;T406 00R;0.0;SI
